Data,Bioma,Estados,Nível 0,Area_Queimada_ha
2019-04-01,Amazônia,Acre,Antrópico,11.04309094
2019-04-01,Amazônia,Acre,Natural,0.17726026
2019-08-01,Amazônia,Acre,Antrópico,46.9090205
2019-08-01,Amazônia,Acre,Antrópico,66041.14536
2019-08-01,Amazônia,Acre,Natural,68.43167289
2019-08-01,Amazônia,Acre,Natural,6846.23075
2019-08-01,Amazônia,Acre,Natural,26.74393361
2019-08-01,Amazônia,Acre,Natural,83.5840894
2019-08-01,Amazônia,Acre,Natural,237.7539682
2019-12-01,Amazônia,Acre,Antrópico,27.76575504
2019-01-01,Amazônia,Acre,Antrópico,4.608058722
2019-01-01,Amazônia,Acre,Natural,0.88617605
2019-07-01,Amazônia,Acre,Antrópico,37.60772069
2019-07-01,Amazônia,Acre,Antrópico,2094.756615
2019-07-01,Amazônia,Acre,Natural,0.088268506
2019-07-01,Amazônia,Acre,Natural,12.08140865
2019-07-01,Amazônia,Acre,Natural,7.750230103
2019-07-01,Amazônia,Acre,Natural,110.3362164
2019-06-01,Amazônia,Acre,Antrópico,0.792582391
2019-06-01,Amazônia,Acre,Antrópico,441.2901821
2019-06-01,Amazônia,Acre,Natural,3.799137122
2019-06-01,Amazônia,Acre,Natural,1.056815857
2019-06-01,Amazônia,Acre,Natural,47.47709298
2019-05-01,Amazônia,Acre,Antrópico,147.1684899
2019-05-01,Amazônia,Acre,Natural,1.057779004
2019-05-01,Amazônia,Acre,Natural,5.01968429
2019-03-01,Amazônia,Acre,Antrópico,1.417884229
2019-11-01,Amazônia,Acre,Antrópico,3.08232998
2019-11-01,Amazônia,Acre,Antrópico,1673.492403
2019-11-01,Amazônia,Acre,Natural,0.087926257
2019-11-01,Amazônia,Acre,Natural,236.2671534
2019-11-01,Amazônia,Acre,Natural,1.056926672
2019-11-01,Amazônia,Acre,Natural,3.179313672
2019-10-01,Amazônia,Acre,Antrópico,47.7844892
2019-10-01,Amazônia,Acre,Antrópico,9260.07585
2019-10-01,Amazônia,Acre,Natural,11.39476998
2019-10-01,Amazônia,Acre,Natural,1478.370012
2019-10-01,Amazônia,Acre,Natural,13.23186996
2019-10-01,Amazônia,Acre,Natural,0.264719721
2019-09-01,Amazônia,Acre,Antrópico,14.0735357
2019-09-01,Amazônia,Acre,Antrópico,82176.43841
2019-09-01,Amazônia,Acre,Natural,120.6363745
2019-09-01,Amazônia,Acre,Natural,14123.12522
2019-09-01,Amazônia,Acre,Natural,15.00888793
2019-09-01,Amazônia,Acre,Natural,67.28231504
2019-09-01,Amazônia,Acre,Natural,50.5117487
2019-04-01,Amazônia,Amapá,Natural,1.787458862
2019-08-01,Amazônia,Amapá,Antrópico,4.290578308
2019-08-01,Amazônia,Amapá,Antrópico,15.6409749
2019-08-01,Amazônia,Amapá,Antrópico,17.15285577
2019-08-01,Amazônia,Amapá,Antrópico,10.19014001
2019-08-01,Amazônia,Amapá,Natural,4.20071856
2019-08-01,Amazônia,Amapá,Natural,11.61985397
2019-08-01,Amazônia,Amapá,Natural,314.5720646
2019-08-01,Amazônia,Amapá,Natural,2129.848015
2019-12-01,Amazônia,Amapá,Antrópico,120.2264977
2019-12-01,Amazônia,Amapá,Antrópico,207.2763628
2019-12-01,Amazônia,Amapá,Antrópico,248.7518116
2019-12-01,Amazônia,Amapá,Antrópico,57.12093943
2019-12-01,Amazônia,Amapá,Natural,102.1706705
2019-12-01,Amazônia,Amapá,Natural,137.6217744
2019-12-01,Amazônia,Amapá,Natural,9.38558479
2019-12-01,Amazônia,Amapá,Natural,3000.322743
2019-12-01,Amazônia,Amapá,Natural,5667.277762
2019-02-01,Amazônia,Amapá,Antrópico,13.23059513
2019-02-01,Amazônia,Amapá,Antrópico,27.80213719
2019-02-01,Amazônia,Amapá,Antrópico,1.608995581
2019-02-01,Amazônia,Amapá,Antrópico,9.207249188
2019-02-01,Amazônia,Amapá,Natural,1.519662219
2019-02-01,Amazônia,Amapá,Natural,43.44634534
2019-02-01,Amazônia,Amapá,Natural,115.8530817
2019-01-01,Amazônia,Amapá,Antrópico,129.084343
2019-01-01,Amazônia,Amapá,Antrópico,171.0993868
2019-01-01,Amazônia,Amapá,Antrópico,21.45255675
2019-01-01,Amazônia,Amapá,Antrópico,13.31922816
2019-01-01,Amazônia,Amapá,Natural,2.145016779
2019-01-01,Amazônia,Amapá,Natural,19.03101278
2019-01-01,Amazônia,Amapá,Natural,2.681565393
2019-01-01,Amazônia,Amapá,Natural,58.55344484
2019-01-01,Amazônia,Amapá,Natural,165.2010057
2019-07-01,Amazônia,Amapá,Antrópico,3.396240332
2019-07-01,Amazônia,Amapá,Antrópico,14.30006412
2019-07-01,Amazônia,Amapá,Antrópico,1.072710785
2019-07-01,Amazônia,Amapá,Natural,1.07271076
2019-07-01,Amazônia,Amapá,Natural,10.4527317
2019-07-01,Amazônia,Amapá,Natural,31.00919326
2019-06-01,Amazônia,Amapá,Antrópico,0.446984357
2019-06-01,Amazônia,Amapá,Antrópico,1.340953082
2019-06-01,Amazônia,Amapá,Natural,10.10033165
2019-06-01,Amazônia,Amapá,Natural,6.435723706
2019-05-01,Amazônia,Amapá,Antrópico,8.403164307
2019-05-01,Amazônia,Amapá,Antrópico,0.98336521
2019-03-01,Amazônia,Amapá,Antrópico,30.96239232
2019-03-01,Amazônia,Amapá,Natural,1.517004956
2019-11-01,Amazônia,Amapá,Antrópico,340.933581
2019-11-01,Amazônia,Amapá,Antrópico,295.7038437
2019-11-01,Amazônia,Amapá,Antrópico,845.334196
2019-11-01,Amazônia,Amapá,Antrópico,270.8539345
2019-11-01,Amazônia,Amapá,Natural,754.1570524
2019-11-01,Amazônia,Amapá,Natural,1261.206806
2019-11-01,Amazônia,Amapá,Natural,1.69769942
2019-11-01,Amazônia,Amapá,Natural,77.57290839
2019-11-01,Amazônia,Amapá,Natural,17521.56045
2019-11-01,Amazônia,Amapá,Natural,49796.81557
2019-10-01,Amazônia,Amapá,Antrópico,309.3885959
2019-10-01,Amazônia,Amapá,Antrópico,53.72561946
2019-10-01,Amazônia,Amapá,Antrópico,733.7598398
2019-10-01,Amazônia,Amapá,Antrópico,610.1874024
2019-10-01,Amazônia,Amapá,Natural,216.4654528
2019-10-01,Amazônia,Amapá,Natural,1233.302538
2019-10-01,Amazônia,Amapá,Natural,110.2059126
2019-10-01,Amazônia,Amapá,Natural,19137.67713
2019-10-01,Amazônia,Amapá,Natural,79337.72932
2019-09-01,Amazônia,Amapá,Antrópico,117.7308934
2019-09-01,Amazônia,Amapá,Antrópico,22.16769473
2019-09-01,Amazônia,Amapá,Antrópico,209.4341702
2019-09-01,Amazônia,Amapá,Antrópico,229.6435874
2019-09-01,Amazônia,Amapá,Natural,71.0321611
2019-09-01,Amazônia,Amapá,Natural,511.1172931
2019-09-01,Amazônia,Amapá,Natural,39.2387009
2019-09-01,Amazônia,Amapá,Natural,9436.752813
2019-09-01,Amazônia,Amapá,Natural,44358.49508
2019-04-01,Amazônia,Amazonas,Antrópico,1.251463513
2019-04-01,Amazônia,Amazonas,Antrópico,139.2441771
2019-04-01,Amazônia,Amazonas,Natural,84.37116134
2019-04-01,Amazônia,Amazonas,Natural,2917.774257
2019-04-01,Amazônia,Amazonas,Natural,1.34062536
2019-04-01,Amazônia,Amazonas,Natural,80.47887618
2019-04-01,Amazônia,Amazonas,Natural,79.77737365
2019-08-01,Amazônia,Amazonas,Antrópico,36.86812027
2019-08-01,Amazônia,Amazonas,Antrópico,220482.1512
2019-08-01,Amazônia,Amazonas,Natural,1464.963942
2019-08-01,Amazônia,Amazonas,Natural,13913.55039
2019-08-01,Amazônia,Amazonas,Natural,1865.659466
2019-08-01,Amazônia,Amazonas,Natural,5972.512684
2019-08-01,Amazônia,Amazonas,Natural,47855.18435
2019-08-01,Amazônia,Amazonas,Natural,0.088438513
2019-12-01,Amazônia,Amazonas,Antrópico,11.16825927
2019-12-01,Amazônia,Amazonas,Antrópico,2483.057664
2019-12-01,Amazônia,Amazonas,Natural,38.82521221
2019-12-01,Amazônia,Amazonas,Natural,498.956774
2019-12-01,Amazônia,Amazonas,Natural,34.92517736
2019-12-01,Amazônia,Amazonas,Natural,411.3798485
2019-12-01,Amazônia,Amazonas,Natural,545.2958314
2019-02-01,Amazônia,Amazonas,Antrópico,2.14437735
2019-02-01,Amazônia,Amazonas,Antrópico,241.4053355
2019-02-01,Amazônia,Amazonas,Natural,94.64775582
2019-02-01,Amazônia,Amazonas,Natural,56.45668947
2019-02-01,Amazônia,Amazonas,Natural,57.90455429
2019-02-01,Amazônia,Amazonas,Natural,5.538689306
2019-01-01,Amazônia,Amazonas,Antrópico,2054.073828
2019-01-01,Amazônia,Amazonas,Natural,70.70136503
2019-01-01,Amazônia,Amazonas,Natural,317.4118111
2019-01-01,Amazônia,Amazonas,Natural,346.3764839
2019-01-01,Amazônia,Amazonas,Natural,258.5315877
2019-07-01,Amazônia,Amazonas,Antrópico,0.793653845
2019-07-01,Amazônia,Amazonas,Antrópico,20827.25571
2019-07-01,Amazônia,Amazonas,Natural,97.70310905
2019-07-01,Amazônia,Amazonas,Natural,917.2830795
2019-07-01,Amazônia,Amazonas,Natural,448.7491325
2019-07-01,Amazônia,Amazonas,Natural,1516.695923
2019-07-01,Amazônia,Amazonas,Natural,11837.50004
2019-07-01,Amazônia,Amazonas,Natural,0.530409631
2019-06-01,Amazônia,Amazonas,Antrópico,0.442144409
2019-06-01,Amazônia,Amazonas,Antrópico,838.2232727
2019-06-01,Amazônia,Amazonas,Natural,62.79945711
2019-06-01,Amazônia,Amazonas,Natural,299.4215096
2019-06-01,Amazônia,Amazonas,Natural,71.20604984
2019-06-01,Amazônia,Amazonas,Natural,145.6622653
2019-06-01,Amazônia,Amazonas,Natural,37698.11987
2019-06-01,Amazônia,Amazonas,Natural,8.044653522
2019-05-01,Amazônia,Amazonas,Antrópico,122.2168057
2019-05-01,Amazônia,Amazonas,Natural,38.13044858
2019-05-01,Amazônia,Amazonas,Natural,135.6016781
2019-05-01,Amazônia,Amazonas,Natural,2.943039849
2019-05-01,Amazônia,Amazonas,Natural,281.6055632
2019-03-01,Amazônia,Amazonas,Antrópico,4.648035089
2019-03-01,Amazônia,Amazonas,Antrópico,281.1865883
2019-03-01,Amazônia,Amazonas,Natural,428.0851857
2019-03-01,Amazônia,Amazonas,Natural,2269.807247
2019-03-01,Amazônia,Amazonas,Natural,6.468888214
2019-03-01,Amazônia,Amazonas,Natural,338.9417002
2019-03-01,Amazônia,Amazonas,Natural,151.1657147
2019-11-01,Amazônia,Amazonas,Antrópico,0.176419116
2019-11-01,Amazônia,Amazonas,Antrópico,7081.036721
2019-11-01,Amazônia,Amazonas,Natural,175.1905842
2019-11-01,Amazônia,Amazonas,Natural,1440.190843
2019-11-01,Amazônia,Amazonas,Natural,10.99024827
2019-11-01,Amazônia,Amazonas,Natural,182.6265866
2019-11-01,Amazônia,Amazonas,Natural,218.058748
2019-10-01,Amazônia,Amazonas,Antrópico,29.46197981
2019-10-01,Amazônia,Amazonas,Antrópico,16467.60708
2019-10-01,Amazônia,Amazonas,Natural,573.9976394
2019-10-01,Amazônia,Amazonas,Natural,2980.368051
2019-10-01,Amazônia,Amazonas,Natural,126.3615031
2019-10-01,Amazônia,Amazonas,Natural,1688.294444
2019-10-01,Amazônia,Amazonas,Natural,9296.159465
2019-10-01,Amazônia,Amazonas,Natural,14.49744838
2019-09-01,Amazônia,Amazonas,Antrópico,16.61841709
2019-09-01,Amazônia,Amazonas,Antrópico,1.783772662
2019-09-01,Amazônia,Amazonas,Antrópico,128242.5137
2019-09-01,Amazônia,Amazonas,Natural,2295.785199
2019-09-01,Amazônia,Amazonas,Natural,16529.67746
2019-09-01,Amazônia,Amazonas,Natural,539.7867525
2019-09-01,Amazônia,Amazonas,Natural,3934.022837
2019-09-01,Amazônia,Amazonas,Natural,41883.77756
2019-09-01,Amazônia,Amazonas,Natural,59.93649088
2019-04-01,Amazônia,Maranhão,Antrópico,0.178244391
2019-04-01,Amazônia,Maranhão,Antrópico,4.098119739
2019-04-01,Amazônia,Maranhão,Antrópico,38.13175872
2019-04-01,Amazônia,Maranhão,Antrópico,0.890888452
2019-04-01,Amazônia,Maranhão,Natural,18.88824423
2019-08-01,Amazônia,Maranhão,Antrópico,442.2004497
2019-08-01,Amazônia,Maranhão,Antrópico,224.399421
2019-08-01,Amazônia,Maranhão,Antrópico,8719.902153
2019-08-01,Amazônia,Maranhão,Antrópico,40.44518239
2019-08-01,Amazônia,Maranhão,Natural,107.9312447
2019-08-01,Amazônia,Maranhão,Natural,1547.795411
2019-08-01,Amazônia,Maranhão,Natural,6.339470483
2019-08-01,Amazônia,Maranhão,Natural,176.3112966
2019-08-01,Amazônia,Maranhão,Natural,4512.260706
2019-08-01,Amazônia,Maranhão,Natural,179.5927766
2019-08-01,Amazônia,Maranhão,Natural,144.5161656
2019-12-01,Amazônia,Maranhão,Antrópico,429.2931538
2019-12-01,Amazônia,Maranhão,Antrópico,257.2365206
2019-12-01,Amazônia,Maranhão,Antrópico,144842.8923
2019-12-01,Amazônia,Maranhão,Antrópico,66.29186943
2019-12-01,Amazônia,Maranhão,Natural,8667.640051
2019-12-01,Amazônia,Maranhão,Natural,53890.58298
2019-12-01,Amazônia,Maranhão,Natural,93.96296501
2019-12-01,Amazônia,Maranhão,Natural,778.8517518
2019-12-01,Amazônia,Maranhão,Natural,23351.69989
2019-12-01,Amazônia,Maranhão,Natural,239.6705252
2019-12-01,Amazônia,Maranhão,Natural,2504.711979
2019-02-01,Amazônia,Maranhão,Antrópico,60.23740412
2019-02-01,Amazônia,Maranhão,Antrópico,247.5820011
2019-02-01,Amazônia,Maranhão,Antrópico,8.732513409
2019-02-01,Amazônia,Maranhão,Natural,16.61160037
2019-02-01,Amazônia,Maranhão,Natural,128.7570486
2019-02-01,Amazônia,Maranhão,Natural,2.144045953
2019-01-01,Amazônia,Maranhão,Antrópico,782.3329
2019-01-01,Amazônia,Maranhão,Antrópico,317.8311529
2019-01-01,Amazônia,Maranhão,Antrópico,20498.77359
2019-01-01,Amazônia,Maranhão,Antrópico,34.39800461
2019-01-01,Amazônia,Maranhão,Natural,1275.587798
2019-01-01,Amazônia,Maranhão,Natural,5214.17443
2019-01-01,Amazônia,Maranhão,Natural,11.96863195
2019-01-01,Amazônia,Maranhão,Natural,110.5363843
2019-01-01,Amazônia,Maranhão,Natural,3447.283637
2019-01-01,Amazônia,Maranhão,Natural,119.0067088
2019-01-01,Amazônia,Maranhão,Natural,265.3759222
2019-07-01,Amazônia,Maranhão,Antrópico,437.2712424
2019-07-01,Amazônia,Maranhão,Antrópico,226.7518799
2019-07-01,Amazônia,Maranhão,Antrópico,1549.173813
2019-07-01,Amazônia,Maranhão,Antrópico,10.96249503
2019-07-01,Amazônia,Maranhão,Natural,19.02283488
2019-07-01,Amazônia,Maranhão,Natural,114.0448298
2019-07-01,Amazônia,Maranhão,Natural,69.99628781
2019-07-01,Amazônia,Maranhão,Natural,389.2768603
2019-07-01,Amazônia,Maranhão,Natural,20.06173061
2019-06-01,Amazônia,Maranhão,Antrópico,201.9445057
2019-06-01,Amazônia,Maranhão,Antrópico,191.6223682
2019-06-01,Amazônia,Maranhão,Antrópico,759.5661562
2019-06-01,Amazônia,Maranhão,Antrópico,8.555928125
2019-06-01,Amazônia,Maranhão,Natural,13.4011973
2019-06-01,Amazônia,Maranhão,Natural,137.5244717
2019-06-01,Amazônia,Maranhão,Natural,13.90053323
2019-06-01,Amazônia,Maranhão,Natural,383.9237163
2019-06-01,Amazônia,Maranhão,Natural,23.28543346
2019-05-01,Amazônia,Maranhão,Antrópico,9.177224915
2019-05-01,Amazônia,Maranhão,Antrópico,52.47910165
2019-05-01,Amazônia,Maranhão,Antrópico,46.01208359
2019-05-01,Amazônia,Maranhão,Antrópico,0.356337061
2019-05-01,Amazônia,Maranhão,Natural,4.102555536
2019-05-01,Amazônia,Maranhão,Natural,5.170973883
2019-05-01,Amazônia,Maranhão,Natural,7.21547226
2019-05-01,Amazônia,Maranhão,Natural,17.10357303
2019-05-01,Amazônia,Maranhão,Natural,1.428511035
2019-03-01,Amazônia,Maranhão,Antrópico,1.782956116
2019-03-01,Amazônia,Maranhão,Antrópico,15.32933853
2019-03-01,Amazônia,Maranhão,Natural,10.60161888
2019-11-01,Amazônia,Maranhão,Antrópico,383.3555536
2019-11-01,Amazônia,Maranhão,Antrópico,135.1085678
2019-11-01,Amazônia,Maranhão,Antrópico,174400.4326
2019-11-01,Amazônia,Maranhão,Antrópico,44.43590306
2019-11-01,Amazônia,Maranhão,Natural,7340.991063
2019-11-01,Amazônia,Maranhão,Natural,30583.195
2019-11-01,Amazônia,Maranhão,Natural,48.05209023
2019-11-01,Amazônia,Maranhão,Natural,760.6114107
2019-11-01,Amazônia,Maranhão,Natural,19022.04548
2019-11-01,Amazônia,Maranhão,Natural,267.927689
2019-11-01,Amazônia,Maranhão,Natural,3282.969573
2019-10-01,Amazônia,Maranhão,Antrópico,485.3139272
2019-10-01,Amazônia,Maranhão,Antrópico,144.9142267
2019-10-01,Amazônia,Maranhão,Antrópico,64087.08074
2019-10-01,Amazônia,Maranhão,Antrópico,69.84169591
2019-10-01,Amazônia,Maranhão,Antrópico,0.08921911
2019-10-01,Amazônia,Maranhão,Natural,2046.298461
2019-10-01,Amazônia,Maranhão,Natural,33129.81443
2019-10-01,Amazônia,Maranhão,Natural,13.48776728
2019-10-01,Amazônia,Maranhão,Natural,500.7170426
2019-10-01,Amazônia,Maranhão,Natural,11012.73848
2019-10-01,Amazônia,Maranhão,Natural,190.0564025
2019-10-01,Amazônia,Maranhão,Natural,1834.737612
2019-09-01,Amazônia,Maranhão,Antrópico,591.6187382
2019-09-01,Amazônia,Maranhão,Antrópico,198.5298852
2019-09-01,Amazônia,Maranhão,Antrópico,15151.06095
2019-09-01,Amazônia,Maranhão,Antrópico,58.33877336
2019-09-01,Amazônia,Maranhão,Natural,521.6447451
2019-09-01,Amazônia,Maranhão,Natural,8787.750038
2019-09-01,Amazônia,Maranhão,Natural,8.125781964
2019-09-01,Amazônia,Maranhão,Natural,281.0521899
2019-09-01,Amazônia,Maranhão,Natural,10701.54583
2019-09-01,Amazônia,Maranhão,Natural,251.2231331
2019-09-01,Amazônia,Maranhão,Natural,469.2243925
2019-04-01,Amazônia,Mato Grosso,Antrópico,0.960204681
2019-04-01,Amazônia,Mato Grosso,Antrópico,52.89070309
2019-04-01,Amazônia,Mato Grosso,Antrópico,1828.908219
2019-04-01,Amazônia,Mato Grosso,Antrópico,6858.127518
2019-04-01,Amazônia,Mato Grosso,Antrópico,3196.914399
2019-04-01,Amazônia,Mato Grosso,Antrópico,22.19448579
2019-04-01,Amazônia,Mato Grosso,Natural,3.121262262
2019-04-01,Amazônia,Mato Grosso,Natural,2072.354318
2019-04-01,Amazônia,Mato Grosso,Natural,2381.133258
2019-04-01,Amazônia,Mato Grosso,Natural,575.2827231
2019-04-01,Amazônia,Mato Grosso,Natural,463.5658589
2019-04-01,Amazônia,Mato Grosso,Natural,237.0077225
2019-08-01,Amazônia,Mato Grosso,Antrópico,0.34894989
2019-08-01,Amazônia,Mato Grosso,Antrópico,202.7821764
2019-08-01,Amazônia,Mato Grosso,Antrópico,8347.426948
2019-08-01,Amazônia,Mato Grosso,Antrópico,20848.44628
2019-08-01,Amazônia,Mato Grosso,Antrópico,219475.8855
2019-08-01,Amazônia,Mato Grosso,Antrópico,62.62625986
2019-08-01,Amazônia,Mato Grosso,Antrópico,0.173741803
2019-08-01,Amazônia,Mato Grosso,Natural,57.37232866
2019-08-01,Amazônia,Mato Grosso,Natural,47400.95787
2019-08-01,Amazônia,Mato Grosso,Natural,21325.88375
2019-08-01,Amazônia,Mato Grosso,Natural,8557.787469
2019-08-01,Amazônia,Mato Grosso,Natural,25786.51472
2019-08-01,Amazônia,Mato Grosso,Natural,20849.20386
2019-12-01,Amazônia,Mato Grosso,Antrópico,71.69922618
2019-12-01,Amazônia,Mato Grosso,Antrópico,965.0855685
2019-12-01,Amazônia,Mato Grosso,Antrópico,2571.259871
2019-12-01,Amazônia,Mato Grosso,Antrópico,11000.80434
2019-12-01,Amazônia,Mato Grosso,Antrópico,72.95082038
2019-12-01,Amazônia,Mato Grosso,Antrópico,0.171923846
2019-12-01,Amazônia,Mato Grosso,Natural,3.658306104
2019-12-01,Amazônia,Mato Grosso,Natural,2974.420852
2019-12-01,Amazônia,Mato Grosso,Natural,1521.032213
2019-12-01,Amazônia,Mato Grosso,Natural,474.2569508
2019-12-01,Amazônia,Mato Grosso,Natural,261.7807927
2019-12-01,Amazônia,Mato Grosso,Natural,18.85426892
2019-02-01,Amazônia,Mato Grosso,Antrópico,0.174281897
2019-02-01,Amazônia,Mato Grosso,Antrópico,8.477034857
2019-02-01,Amazônia,Mato Grosso,Antrópico,1559.381304
2019-02-01,Amazônia,Mato Grosso,Antrópico,15325.35204
2019-02-01,Amazônia,Mato Grosso,Antrópico,6276.393032
2019-02-01,Amazônia,Mato Grosso,Antrópico,67.01720054
2019-02-01,Amazônia,Mato Grosso,Natural,1.657827429
2019-02-01,Amazônia,Mato Grosso,Natural,7958.422164
2019-02-01,Amazônia,Mato Grosso,Natural,901.0129186
2019-02-01,Amazônia,Mato Grosso,Natural,455.1647238
2019-02-01,Amazônia,Mato Grosso,Natural,325.4884277
2019-02-01,Amazônia,Mato Grosso,Natural,118.1046899
2019-01-01,Amazônia,Mato Grosso,Antrópico,0.08735061
2019-01-01,Amazônia,Mato Grosso,Antrópico,34.25229507
2019-01-01,Amazônia,Mato Grosso,Antrópico,2195.821312
2019-01-01,Amazônia,Mato Grosso,Antrópico,7643.828919
2019-01-01,Amazônia,Mato Grosso,Antrópico,15120.9619
2019-01-01,Amazônia,Mato Grosso,Antrópico,223.9694474
2019-01-01,Amazônia,Mato Grosso,Natural,2.784110113
2019-01-01,Amazônia,Mato Grosso,Natural,4122.427563
2019-01-01,Amazônia,Mato Grosso,Natural,2634.920201
2019-01-01,Amazônia,Mato Grosso,Natural,2534.436349
2019-01-01,Amazônia,Mato Grosso,Natural,675.4066307
2019-01-01,Amazônia,Mato Grosso,Natural,13.19211354
2019-07-01,Amazônia,Mato Grosso,Antrópico,394.3922447
2019-07-01,Amazônia,Mato Grosso,Antrópico,8577.729801
2019-07-01,Amazônia,Mato Grosso,Antrópico,6418.001331
2019-07-01,Amazônia,Mato Grosso,Antrópico,59591.4112
2019-07-01,Amazônia,Mato Grosso,Antrópico,93.34160954
2019-07-01,Amazônia,Mato Grosso,Natural,53.5021432
2019-07-01,Amazônia,Mato Grosso,Natural,10834.25041
2019-07-01,Amazônia,Mato Grosso,Natural,16857.48706
2019-07-01,Amazônia,Mato Grosso,Natural,18697.64881
2019-07-01,Amazônia,Mato Grosso,Natural,14387.32598
2019-07-01,Amazônia,Mato Grosso,Natural,12182.01299
2019-06-01,Amazônia,Mato Grosso,Antrópico,0.17372829
2019-06-01,Amazônia,Mato Grosso,Antrópico,271.0743818
2019-06-01,Amazônia,Mato Grosso,Antrópico,9564.370207
2019-06-01,Amazônia,Mato Grosso,Antrópico,6143.897912
2019-06-01,Amazônia,Mato Grosso,Antrópico,38089.65145
2019-06-01,Amazônia,Mato Grosso,Antrópico,24.99882407
2019-06-01,Amazônia,Mato Grosso,Antrópico,0.259297406
2019-06-01,Amazônia,Mato Grosso,Natural,26.26103765
2019-06-01,Amazônia,Mato Grosso,Natural,9073.39946
2019-06-01,Amazônia,Mato Grosso,Natural,14289.25998
2019-06-01,Amazônia,Mato Grosso,Natural,11798.94284
2019-06-01,Amazônia,Mato Grosso,Natural,3544.193496
2019-06-01,Amazônia,Mato Grosso,Natural,2780.491894
2019-05-01,Amazônia,Mato Grosso,Antrópico,173.4509063
2019-05-01,Amazônia,Mato Grosso,Antrópico,5293.169254
2019-05-01,Amazônia,Mato Grosso,Antrópico,4745.536211
2019-05-01,Amazônia,Mato Grosso,Antrópico,0.087025281
2019-05-01,Amazônia,Mato Grosso,Antrópico,15105.35589
2019-05-01,Amazônia,Mato Grosso,Antrópico,26.94103251
2019-05-01,Amazônia,Mato Grosso,Antrópico,0.344039978
2019-05-01,Amazônia,Mato Grosso,Natural,6.526383154
2019-05-01,Amazônia,Mato Grosso,Natural,4250.282444
2019-05-01,Amazônia,Mato Grosso,Natural,6751.350618
2019-05-01,Amazônia,Mato Grosso,Natural,3722.249914
2019-05-01,Amazônia,Mato Grosso,Natural,950.7195869
2019-05-01,Amazônia,Mato Grosso,Natural,743.9731998
2019-03-01,Amazônia,Mato Grosso,Antrópico,6.831774689
2019-03-01,Amazônia,Mato Grosso,Antrópico,1218.090505
2019-03-01,Amazônia,Mato Grosso,Antrópico,16555.01599
2019-03-01,Amazônia,Mato Grosso,Antrópico,2923.358542
2019-03-01,Amazônia,Mato Grosso,Antrópico,26.28535695
2019-03-01,Amazônia,Mato Grosso,Natural,2.269488171
2019-03-01,Amazônia,Mato Grosso,Natural,4162.094795
2019-03-01,Amazônia,Mato Grosso,Natural,821.2927077
2019-03-01,Amazônia,Mato Grosso,Natural,165.9523532
2019-03-01,Amazônia,Mato Grosso,Natural,201.6790048
2019-03-01,Amazônia,Mato Grosso,Natural,54.59974119
2019-11-01,Amazônia,Mato Grosso,Antrópico,234.7653682
2019-11-01,Amazônia,Mato Grosso,Antrópico,3321.556012
2019-11-01,Amazônia,Mato Grosso,Antrópico,19610.00282
2019-11-01,Amazônia,Mato Grosso,Antrópico,26168.79262
2019-11-01,Amazônia,Mato Grosso,Antrópico,223.6725285
2019-11-01,Amazônia,Mato Grosso,Antrópico,0.945825427
2019-11-01,Amazônia,Mato Grosso,Natural,7.412704902
2019-11-01,Amazônia,Mato Grosso,Natural,9223.549784
2019-11-01,Amazônia,Mato Grosso,Natural,3781.768228
2019-11-01,Amazônia,Mato Grosso,Natural,1802.871256
2019-11-01,Amazônia,Mato Grosso,Natural,1032.324112
2019-11-01,Amazônia,Mato Grosso,Natural,222.1905105
2019-10-01,Amazônia,Mato Grosso,Antrópico,1.3965052
2019-10-01,Amazônia,Mato Grosso,Antrópico,527.3359206
2019-10-01,Amazônia,Mato Grosso,Antrópico,10888.86182
2019-10-01,Amazônia,Mato Grosso,Antrópico,89165.90198
2019-10-01,Amazônia,Mato Grosso,Antrópico,125840.7453
2019-10-01,Amazônia,Mato Grosso,Antrópico,183.1957593
2019-10-01,Amazônia,Mato Grosso,Antrópico,0.258199414
2019-10-01,Amazônia,Mato Grosso,Natural,84.29260012
2019-10-01,Amazônia,Mato Grosso,Natural,54850.26961
2019-10-01,Amazônia,Mato Grosso,Natural,10997.35444
2019-10-01,Amazônia,Mato Grosso,Natural,5134.00739
2019-10-01,Amazônia,Mato Grosso,Natural,7313.201302
2019-10-01,Amazônia,Mato Grosso,Natural,3133.584932
2019-09-01,Amazônia,Mato Grosso,Antrópico,7.838406207
2019-09-01,Amazônia,Mato Grosso,Antrópico,537.4661633
2019-09-01,Amazônia,Mato Grosso,Antrópico,8407.563595
2019-09-01,Amazônia,Mato Grosso,Antrópico,27416.52482
2019-09-01,Amazônia,Mato Grosso,Antrópico,253151.0524
2019-09-01,Amazônia,Mato Grosso,Antrópico,83.04828597
2019-09-01,Amazônia,Mato Grosso,Antrópico,2.414439575
2019-09-01,Amazônia,Mato Grosso,Natural,109.2542766
2019-09-01,Amazônia,Mato Grosso,Natural,181139.9774
2019-09-01,Amazônia,Mato Grosso,Natural,28380.19525
2019-09-01,Amazônia,Mato Grosso,Natural,16484.21241
2019-09-01,Amazônia,Mato Grosso,Natural,31851.09228
2019-09-01,Amazônia,Mato Grosso,Natural,29330.5342
2019-04-01,Amazônia,Pará,Antrópico,272.422591
2019-04-01,Amazônia,Pará,Antrópico,600.0394255
